id,Spruce_x,Sliver Fir_x,Douglas Fir_x,Pine_x,Oak_x,Beech_x,Sycamore_x,sum,Spruce_y,Sliver Fir_y,Douglas Fir_y,Pine_y,Oak_y,Beech_y,Sycamore_y,Others
296866.0,True,True,True,True,True,True,True,7,0.0,0.0,0.05,0.0,0.0,0.75,0.1,0.1
190267.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357091.0,True,True,True,True,True,True,True,7,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0
32462.0,True,True,True,True,True,True,True,7,0.05,0.0,0.7,0.0,0.1,0.0,0.1,0.05
210275.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.05,0.0,0.05,0.0,0.0
205340.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334665.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0
417175.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.0,0.05,0.05,0.0,0.0
196735.0,True,True,True,True,True,True,True,7,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
189221.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
288524.0,True,True,True,True,True,True,True,7,0.05,0.0,0.1,0.1,0.2,0.35,0.0,0.2
27571.0,True,True,True,True,True,True,True,7,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
352662.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66420.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
315118.0,True,True,True,True,True,True,True,7,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0
132374.0,True,True,True,True,True,True,True,7,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0
241318.0,True,True,True,True,True,True,True,7,0.7,0.05,0.1,0.05,0.0,0.1,0.0,0.0
263294.0,True,True,True,True,True,True,True,7,0.45,0.4,0.0,0.0,0.0,0.15,0.0,0.0
163078.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
409765.0,True,True,True,True,True,True,True,7,0.85,0.0,0.0,0.05,0.0,0.1,0.0,0.0
248926.0,True,True,True,True,True,True,True,7,0.25,0.0,0.0,0.0,0.0,0.45,0.2,0.1
29866.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
209730.0,True,True,True,True,True,True,True,7,0.25,0.0,0.0,0.0,0.0,0.65,0.1,0.0
261598.0,True,True,True,True,True,True,True,7,0.75,0.1,0.0,0.0,0.0,0.05,0.1,0.0
279917.0,True,True,True,True,True,True,True,7,0.7,0.0,0.0,0.0,0.0,0.05,0.25,0.0
175494.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.0,0.85,0.15,0.0
338617.0,True,True,True,True,True,True,True,7,0.3,0.0,0.0,0.1,0.0,0.6,0.0,0.0
358902.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242432.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0
205739.0,True,True,True,True,True,True,True,7,0.5,0.45,0.0,0.0,0.0,0.05,0.0,0.0
43163.0,True,True,True,True,True,True,True,7,0.4,0.05,0.2,0.15,0.0,0.1,0.05,0.05
92668.0,True,True,True,True,True,True,True,7,0.85,0.0,0.05,0.05,0.0,0.05,0.0,0.0
397249.0,True,True,True,True,True,True,True,7,0.75,0.0,0.0,0.0,0.0,0.2,0.05,0.0
398056.0,True,True,True,True,True,True,True,7,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
312024.0,True,True,True,True,True,True,True,7,0.05,0.05,0.05,0.0,0.0,0.45,0.4,0.0
30630.0,True,True,True,True,True,True,True,7,0.1,0.0,0.65,0.0,0.05,0.2,0.0,0.0
287421.0,True,True,True,True,True,True,True,7,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
82844.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0
